Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000107521,HPS1,23,0.07217,19,-0.2110,13,-0.7635,26,0.28568,23,0.12487
ENSG00000119946,CNNM1,10,-1.6727,31,0.14591,85,1.88592,20,-0.5244,26,-0.2609
ENSG00000120053,GOT1,50,-2.4867,122,-1.0378,228,-0.0730,140,-0.8256,339,1.52292
ENSG00000155287,SLC25A28,34,-0.1950,27,-0.4945,22,-0.8170,61,0.77111,40,0.15345
ENSG00000119929,CUTC,18,0.09517,5,-1.8727,17,0.04498,10,-0.7117,20,0.50798
ENSG00000014919,COX15,18,0.19582,16,-0.0651,20,0.34631,32,1.11302,12,-0.7331
ENSG00000196072,BLOC1S2,46,-0.8895,44,-0.8949,73,-0.1037,63,-0.3487,98,0.85049
ENSG00000099194,SCD,1846,2.51836,209,-1.6070,250,-1.3409,965,0.77959,245,-2.0585
ENSG00000235823,OLMALINC,286,2.83639,92,0.13195,39,-1.1626,86,0.02071,23,-2.7329
ENSG00000166136,NDUFB8,273,-1.4094,395,-0.7577,156,-2.1433,590,-0.1378,899,1.41191
ENSG00000166135,HIF1AN,24,0.21964,29,0.49242,37,0.90728,8,-1.4081,18,-0.3966
ENSG00000119906,SLF2,206,3.16078,53,-0.0883,53,-0.0952,10,-2.5451,15,-2.8075
ENSG00000055950,MRPL43,38,-0.8486,33,-0.9952,21,-1.6368,74,0.23845,82,0.99877
ENSG00000107816,LZTS2,65,1.98353,5,-2.3832,17,-0.5814,24,-0.0645,16,-1.0710
ENSG00000186862,PDZD7,1,-3.1283,13,0.11074,27,1.29490,11,-0.1203,13,0.30090
ENSG00000107819,SFXN3,22,-0.9788,19,-1.1102,64,0.76271,25,-0.7102,48,0.64112
ENSG00000166167,BTRC,17,-1.5671,31,-0.5649,64,0.58851,34,-0.3892,54,0.72790
ENSG00000166171,DPCD,15,-1.9602,51,-0.0585,24,-1.2029,40,-0.4339,72,1.30517
ENSG00000166169,POLL,22,0.50927,22,0.41641,16,-0.0769,9,-0.9525,16,-0.2270
ENSG00000107829,FBXW4,67,0.52395,60,0.28845,47,-0.1128,57,0.20350,42,-0.4879
ENSG00000107833,NPM3,3,-2.6871,7,-1.2658,14,-0.2850,20,0.28273,23,1.26418
ENSG00000198408,OGA,175,-0.0999,255,0.51859,327,0.93219,147,-0.3594,160,-0.4340
ENSG00000120049,KCNIP2,10,-2.4531,55,0.20500,32,-0.6233,14,-1.8441,68,1.47684
ENSG00000120029,ARMH3,18,0.44598,7,-1.0048,11,-0.3208,20,0.58385,13,-0.1724
ENSG00000166197,NOLC1,81,-0.0976,83,-0.0412,103,0.29884,55,-0.6785,90,0.15016
ENSG00000107862,GBF1,18,-0.9485,22,-0.6248,17,-1.0357,17,-1.0025,45,1.25945
ENSG00000059915,PSD,26,-4.0083,575,0.77864,345,-0.0540,285,-0.3529,444,0.82096
ENSG00000107872,FBXL15,21,-2.4140,89,-0.1612,81,-0.3083,62,-0.7248,135,1.29215
ENSG00000107874,CUEDC2,49,-1.4205,51,-1.2798,41,-1.5950,161,0.49782,158,1.15741
ENSG00000269609,RPARP-AS1,9,-1.2030,17,-0.1743,19,0.01196,30,0.71828,21,0.30807
ENSG00000138111,MFSD13A,10,-0.5579,10,-0.5042,30,1.29758,5,-1.4514,14,0.14593
ENSG00000138107,ACTR1A,75,-0.7898,56,-1.1702,107,-0.1704,67,-0.8810,156,1.03190
ENSG00000171206,TRIM8,38,-0.5421,57,0.14530,49,-0.0792,63,0.30543,54,0.15274
ENSG00000138175,ARL3,57,-1.6208,159,0.04669,87,-0.8878,141,-0.1431,200,0.99173
ENSG00000166272,WBP1L,28,0.07552,29,0.10818,25,-0.1318,56,1.19733,22,-0.5946
ENSG00000166275,BORCS7,65,-0.4735,116,0.49816,87,0.02905,87,0.03343,87,0.04305
ENSG00000148842,CNNM2,11,-0.2566,6,-1.1168,25,1.11185,1,-3.7964,14,0.40796
ENSG00000076685,NT5C2,34,0.52526,7,-1.8342,41,0.76028,38,0.64283,21,-0.5496
ENSG00000148798,INA,34,-2.3571,97,-0.6726,138,-0.1380,109,-0.4948,207,1.32060
ENSG00000173915,ATP5MD,209,-2.2142,479,-0.8605,187,-2.2638,749,-0.1688,1223,1.73708
ENSG00000148843,PDCD11,48,0.93821,27,-0.1013,51,0.92296,11,-1.4542,22,-0.7198
ENSG00000107954,NEURL1,7,-2.9825,99,1.08509,81,0.74840,28,-0.8932,56,0.33825
ENSG00000107957,SH3PXD2A,161,2.10373,54,-0.1507,70,0.26874,24,-1.4051,31,-1.5905
ENSG00000065613,SLK,261,1.25544,183,0.46495,226,0.81965,63,-1.1991,85,-1.2178
ENSG00000148834,GSTO1,95,-1.2165,92,-1.1658,83,-1.3254,170,-0.2320,273,1.34682
ENSG00000156395,SORCS3,5,-1.7165,11,-0.6207,36,1.27854,4,-2.0494,20,0.67325
ENSG00000108018,SORCS1,8,-1.2538,31,0.83594,41,1.34397,3,-2.3605,18,-0.0216
ENSG00000108039,XPNPEP1,11,-1.1187,17,-0.3839,8,-1.5278,28,0.41445,27,0.85682
ENSG00000148700,ADD3,409,1.61766,288,0.73737,158,-0.2344,344,1.03627,68,-2.2350
ENSG00000119950,MXI1,158,1.41694,78,0.02017,54,-0.5346,106,0.51736,48,-1.1832
ENSG00000119953,SMNDC1,56,1.19183,56,1.01854,34,0.19061,17,-0.8831,19,-1.2138
ENSG00000108055,SMC3,278,2.38862,121,0.41583,83,-0.1873,47,-1.0723,37,-2.1029
ENSG00000150593,PDCD4,56,0.63261,26,-0.6620,44,0.16622,66,0.82146,32,-0.6505
ENSG00000214413,BBIP1,55,0.87787,16,-1.1931,30,-0.2283,36,0.04147,31,-0.2850
ENSG00000108061,SHOC2,130,0.38610,173,0.81321,190,0.97784,55,-0.9825,79,-0.7715
ENSG00000023041,ZDHHC6,15,0.09254,12,-0.1906,6,-1.1801,15,0.05658,15,0.27048
ENSG00000165813,CCDC186,153,0.96101,116,0.37043,219,1.46062,52,-0.8836,53,-1.3749
ENSG00000099204,ABLIM1,54,-0.5412,130,0.90667,55,-0.4642,111,0.63351,69,-0.2182
ENSG00000151553,FAM160B1,10,-0.4864,14,0.04701,27,1.05467,12,-0.2575,13,-0.1460
ENSG00000165832,TRUB1,19,-0.8237,29,-0.1038,54,0.93234,9,-1.7585,35,0.40879
ENSG00000107518,ATRNL1,12,-2.9211,60,-0.4581,116,0.59340,33,-1.3644,109,1.20990
ENSG00000165868,HSPA12A,45,-1.2374,45,-1.1604,132,0.50357,48,-1.0803,124,0.97121
ENSG00000187164,SHTN1,2041,3.38575,386,-0.4960,373,-0.5484,158,-1.8421,139,-2.8391
ENSG00000165650,PDZD8,60,1.06172,48,0.53716,50,0.58657,11,-1.7372,25,-0.8677
ENSG00000229847,EMX2OS,15,-0.6014,43,1.11603,17,-0.3860,55,1.58264,15,-0.8929
ENSG00000170370,EMX2,36,-0.3714,145,2.03082,34,-0.4477,123,1.70996,20,-1.8596
ENSG00000107560,RAB11FIP2,71,0.39230,97,0.86553,140,1.50870,15,-2.0260,39,-1.0025
ENSG00000165669,FAM204A,136,0.23637,180,0.66634,132,0.16177,44,-1.5016,114,-0.1426
ENSG00000151893,CACUL1,61,0.32119,50,-0.0245,109,1.26273,29,-0.8672,42,-0.5659
ENSG00000107581,EIF3A,559,1.60393,338,0.47467,402,0.76123,128,-1.0372,131,-1.6010
ENSG00000119979,DENND10,44,-0.1591,47,-0.0463,53,0.14796,39,-0.3308,51,0.15728
ENSG00000183605,SFXN4,10,-1.0831,9,-1.1815,26,0.40881,25,0.34854,23,0.52150
ENSG00000165672,PRDX3,40,-1.4584,65,-0.6314,105,0.11597,110,0.18022,119,0.72615
ENSG00000148908,RGS10,41,1.40504,19,-0.0223,4,-2.2333,43,1.29456,11,-1.3367
ENSG00000151923,TIAL1,73,0.97974,12,-1.8557,46,0.11084,37,-0.2326,39,-0.3062
ENSG00000198825,INPP5F,86,-1.2143,113,-0.7277,234,0.42245,125,-0.5674,223,0.78654
ENSG00000107651,SEC23IP,37,1.21170,17,-0.1620,27,0.51739,1,-4.0900,16,-0.5694
ENSG00000120008,WDR11,25,0.39819,18,-0.2008,15,-0.4165,16,-0.3566,20,0.03404
ENSG00000066468,FGFR2,260,3.46939,18,-1.9235,20,-1.7661,82,0.34816,14,-3.1138
ENSG00000107669,ATE1,49,0.65814,55,0.76410,55,0.77153,20,-0.8124,25,-0.8750
ENSG00000107672,NSMCE4A,23,0.44937,18,0.03486,11,-0.6534,29,0.76551,15,-0.4409
ENSG00000138162,TACC2,9,-1.8022,35,0.29011,39,0.48168,44,0.68598,30,0.14379
ENSG00000107679,PLEKHA1,116,1.00893,40,-0.8294,154,1.35794,33,-1.0932,48,-0.9149
ENSG00000166033,HTRA1,323,1.00306,153,-0.3443,92,-1.1121,326,0.88092,146,-0.7339
ENSG00000179988,PSTK,12,-0.5220,9,-0.8585,4,-1.9001,14,-0.2266,21,1.02101
ENSG00000095574,IKZF5,29,0.90665,13,-0.4651,19,0.10705,19,0.06024,15,-0.5716
ENSG00000196177,ACADSB,29,0.29794,9,-1.4654,47,1.08062,30,0.32503,21,-0.4677
ENSG00000154473,BUB3,41,0.35447,16,-1.0700,55,0.81710,32,-0.0558,30,-0.2876
ENSG00000154478,GPR26,1,-4.5939,35,0.33327,74,1.60105,3,-3.0277,33,0.53036
ENSG00000182022,CHST15,5,-2.1337,12,-0.8934,31,0.60595,0,-4.7595,30,1.43935
ENSG00000065154,OAT,99,-0.5878,60,-1.2945,124,-0.1822,111,-0.3545,174,0.81448
ENSG00000107902,LHPP,369,2.50215,39,-1.7125,27,-2.2466,180,0.66046,56,-1.8025
ENSG00000189319,FAM53B,52,2.60727,14,-0.2230,10,-0.7030,3,-2.2212,8,-1.7199
ENSG00000203791,EEF1AKMT2,15,-0.3553,15,-0.3597,13,-0.5183,24,0.42858,20,0.29683
ENSG00000019995,ZRANB1,50,0.11332,47,0.00235,103,1.29952,25,-0.9656,41,-0.4426
ENSG00000175029,CTBP2,52,0.57802,50,0.43164,60,0.74254,33,-0.1940,28,-0.7980
ENSG00000188690,UROS,66,-1.7248,262,0.50666,161,-0.2712,136,-0.5340,236,0.76835
ENSG00000107949,BCCIP,64,0.37071,78,0.65208,51,-0.0406,46,-0.2034,45,-0.4220
ENSG00000150760,DOCK1,97,2.67949,47,0.73312,15,-1.0317,22,-0.4805,8,-2.6925
ENSG00000132334,PTPRE,49,0.83850,34,0.13442,61,1.10582,11,-1.5289,23,-0.8112
ENSG00000170430,MGMT,29,-0.5120,23,-0.8454,32,-0.3542,83,1.20874,40,0.03910
ENSG00000108010,GLRX3,27,-0.7631,26,-0.7740,24,-0.8572,36,-0.2363,54,0.94851
ENSG00000175470,PPP2R2D,24,-0.7269,33,-0.1990,44,0.28447,26,-0.5579,43,0.50055
ENSG00000176171,BNIP3,97,-1.2980,173,-0.3300,288,0.48078,173,-0.3280,254,0.61223
ENSG00000188385,JAKMIP3,47,2.53439,3,-2.2855,20,0.49017,0,-4.8673,8,-1.5512
ENSG00000151640,DPYSL4,15,-1.0449,28,-0.0566,28,-0.0463,28,-0.0765,35,0.56791
ENSG00000165752,STK32C,6,-3.5775,48,-0.4313,101,0.74295,42,-0.6634,83,1.02827
ENSG00000148814,LRRC27,13,-0.5603,24,0.37058,22,0.24348,16,-0.2430,20,0.14823
ENSG00000068383,INPP5A,21,-0.8842,33,-0.1111,69,1.07740,27,-0.4319,37,0.11148
ENSG00000148826,NKX6-2,292,4.50166,1,-5.7400,9,-2.8001,23,-1.5304,13,-3.1895
ENSG00000197177,ADGRA1,12,-1.4482,3,-3.1602,54,0.97438,30,0.04159,35,0.66887
ENSG00000171798,KNDC1,18,-2.3789,99,0.33061,121,0.67207,65,-0.3268,94,0.54231
ENSG00000130640,TUBGCP2,40,-0.9178,59,-0.2669,86,0.32307,61,-0.2233,80,0.49205
ENSG00000198546,ZNF511,10,-1.3952,12,-0.9180,6,-1.9299,43,1.03725,29,0.79783
ENSG00000130643,CALY,66,-2.9367,167,-1.4430,359,-0.2758,273,-0.6983,629,1.75485
ENSG00000127884,ECHS1,100,-0.7964,167,0.06736,169,0.08770,139,-0.2196,181,0.42230
ENSG00000148824,MTG1,36,0.47627,13,-1.0926,31,0.19390,10,-1.4793,29,0.21329
ENSG00000203772,SPRN,2,-3.3106,7,-1.8097,38,0.76561,28,0.25907,30,0.94684
ENSG00000171772,SYCE1,1,-3.7815,21,0.31641,31,0.90667,3,-2.5282,23,0.94871
ENSG00000177951,BET1L,17,0.39152,8,-0.8079,5,-1.3740,15,0.11947,15,0.23299
ENSG00000177963,RIC8A,30,-0.6035,37,-0.2022,23,-0.9299,21,-1.0705,55,0.93960
ENSG00000142082,SIRT3,8,-1.8894,18,-0.6617,38,0.51019,24,-0.2266,34,0.82814
ENSG00000185627,PSMD13,51,-0.9063,45,-1.0318,73,-0.2904,71,-0.3388,113,0.94919
ENSG00000185201,IFITM2,30,0.42464,13,-0.8744,5,-2.3537,129,3.25213,9,-2.1620
ENSG00000142089,IFITM3,79,0.28734,42,-0.7454,27,-1.3912,338,3.04355,30,-1.9123
ENSG00000182272,B4GALNT4,48,-0.5745,85,0.35858,92,0.49045,56,-0.2967,69,0.07344
ENSG00000185187,SIGIRR,39,0.06605,34,-0.1410,22,-0.8128,85,1.35745,32,-0.4346
ENSG00000174915,PTDSS2,42,0.87316,14,-0.9989,24,-0.1786,27,0.00264,24,-0.3160
ENSG00000023191,RNH1,123,1.11420,12,-2.6166,18,-2.0019,64,-0.0982,69,0.02272
ENSG00000174775,HRAS,57,-1.4825,156,0.15517,142,0.00486,102,-0.5179,174,0.75651
ENSG00000070047,PHRF1,18,0.67605,10,-0.3034,17,0.49345,12,-0.0298,10,-0.5502
ENSG00000177030,DEAF1,49,-1.7642,242,0.81772,119,-0.3347,157,0.10998,166,0.43022
ENSG00000177042,TMEM80,15,0.02468,2,-2.5990,16,0.14460,23,0.71555,15,0.07784
ENSG00000177156,TALDO1,156,0.48723,38,-1.7354,57,-1.1249,117,-0.0367,132,0.32592
ENSG00000177225,GATD1,47,0.30353,77,1.09814,41,0.07677,52,0.43856,28,-0.8860
ENSG00000184524,CEND1,51,-2.8896,321,0.00918,332,0.06359,184,-0.8475,428,1.18794
ENSG00000177542,SLC25A22,8,-3.7702,82,-0.1978,119,0.40404,57,-0.7589,125,1.18017
ENSG00000177600,RPLP2,1300,0.19346,1108,-0.0812,597,-1.0340,1834,0.73752,1116,-0.1385
ENSG00000177666,PNPLA2,24,0.57532,13,-0.4274,15,-0.2459,23,0.43891,16,-0.3502
ENSG00000177697,CD151,20,-0.5304,3,-3.0788,27,-0.0600,82,1.84927,26,-0.2482
ENSG00000177700,POLR2L,118,-1.7166,253,-0.4551,145,-1.2997,434,0.39626,443,1.05227
ENSG00000177830,CHID1,47,-0.8530,44,-0.8756,74,-0.0871,70,-0.1768,96,0.76819
ENSG00000183020,AP2A2,82,-0.9136,118,-0.2796,230,0.79640,87,-0.7590,159,0.41031
ENSG00000078902,TOLLIP,49,-2.4335,179,-0.3593,325,0.59374,174,-0.3988,283,0.86809
ENSG00000174672,BRSK2,37,-0.5421,44,-0.2258,77,0.66458,31,-0.7764,56,0.30295
ENSG00000182208,MOB2,13,-0.9835,18,-0.5075,30,0.31786,25,0.01868,29,0.50744
ENSG00000184545,DUSP8,26,-0.9746,96,1.15875,62,0.42473,25,-0.9587,48,0.01841
ENSG00000244242,IFITM10,9,-1.7644,25,-0.1720,18,-0.6947,19,-0.6497,39,1.23832
ENSG00000117984,CTSD,234,-0.3643,160,-0.9109,337,0.24221,349,0.29870,311,0.24409
ENSG00000214026,MRPL23,34,-1.2009,54,-0.4004,40,-0.8589,72,0.04674,90,0.92894
ENSG00000110651,CD81,295,0.06788,165,-0.8381,143,-1.0572,592,1.22351,272,-0.1305
ENSG00000184281,TSSC4,24,-0.3808,18,-0.7472,26,-0.2129,16,-0.9488,37,0.75422
ENSG00000269821,KCNQ1OT1,628,3.77629,83,-0.9284,196,0.41924,22,-2.8621,18,-4.0908
ENSG00000129757,CDKN1C,321,4.15308,5,-3.7362,9,-3.1363,47,-0.6643,16,-3.0859
ENSG00000205531,NAP1L4,148,0.43830,53,-1.2020,178,0.69266,129,0.17077,104,-0.3403
ENSG00000110619,CARS,48,-0.2273,29,-0.9705,64,0.24413,47,-0.2398,61,0.36981
ENSG00000005801,ZNF195,39,1.35978,21,0.11702,16,-0.3122,19,0.00485,13,-1.0107
ENSG00000177105,RHOG,88,3.11329,7,-1.8927,6,-2.0662,32,0.46353,7,-2.5364
ENSG00000167323,STIM1,16,-1.4778,28,-0.5520,64,0.77194,36,-0.1614,46,0.53170
ENSG00000167325,RRM1,25,-0.1828,27,-0.0242,39,0.54041,19,-0.5630,28,0.06373
ENSG00000244734,HBB,31,-1.9906,5,-4.3552,37,-1.6112,821,4.53912,41,-2.1636
ENSG00000051009,FAM160A2,12,-0.2534,6,-1.1917,19,0.38977,19,0.43872,15,0.11848
ENSG00000110148,CCKBR,6,-2.4152,21,-0.4962,28,-0.0791,17,-0.8417,41,1.35662
ENSG00000166311,SMPD1,54,0.37823,14,-1.6588,40,-0.1328,34,-0.3724,47,0.26153
ENSG00000166313,APBB1,294,-0.2649,118,-1.6246,278,-0.3303,237,-0.5727,425,0.79696
ENSG00000110171,TRIM3,11,-1.1600,7,-1.8805,15,-0.6406,8,-1.6323,34,1.66224
ENSG00000132254,ARFIP2,19,-1.3077,19,-1.2369,47,0.17723,30,-0.5138,55,1.02796
ENSG00000132286,TIMM10B,24,-0.2425,9,-1.6579,23,-0.2634,29,0.05401,33,0.56829
ENSG00000132275,RRP8,23,0.41189,47,1.63245,16,-0.2069,10,-0.9352,13,-0.8136
ENSG00000166333,ILK,47,0.05001,19,-1.3392,26,-0.8466,83,0.98579,46,0.06713
ENSG00000166337,TAF10,81,-0.6193,91,-0.3830,36,-1.7914,127,0.13438,145,0.79418
ENSG00000166340,TPP1,77,0.83154,45,-0.1388,30,-0.7558,106,1.28089,34,-0.9573
ENSG00000158042,MRPL17,11,-2.2262,23,-1.0364,23,-1.0166,40,-0.1802,64,1.56278
ENSG00000166394,CYB5R2,76,3.89123,0,-5.0631,0,-4.8964,14,-0.3631,5,-2.7181
ENSG00000175390,EIF3F,111,-0.1970,117,-0.0936,84,-0.6037,159,0.39525,131,0.16694
ENSG00000166402,TUB,8,-2.5362,65,0.66630,87,1.17009,23,-0.9303,47,0.27752
ENSG00000166405,RIC3,39,0.26127,11,-1.6357,51,0.67453,31,-0.1440,33,-0.0440
ENSG00000166441,RPL27A,716,0.09030,708,0.06301,292,-1.3007,1288,1.05401,628,-0.2447
ENSG00000166444,ST5,28,0.47580,21,-0.0639,29,0.46993,29,0.47075,17,-0.6506
ENSG00000166452,AKIP1,12,-0.7379,12,-0.6849,7,-1.3800,23,0.38236,23,0.76875
ENSG00000175348,TMEM9B,33,-0.0829,15,-1.2329,37,0.07967,69,1.09783,33,-0.1828
ENSG00000175352,NRIP3,23,-1.4392,94,0.81786,82,0.59159,48,-0.2502,59,0.11941
ENSG00000184014,DENND5A,131,1.75627,24,-1.2876,26,-1.1143,46,-0.2797,41,-0.7786
ENSG00000166471,TMEM41B,34,0.70066,3,-2.7846,22,-0.0762,12,-0.9835,25,0.23579
ENSG00000205339,IPO7,77,0.23336,60,-0.1935,119,0.92299,70,0.06716,57,-0.5045
ENSG00000133789,SWAP70,49,1.11022,24,-0.1930,37,0.50295,49,0.94849,15,-1.4209
ENSG00000133812,SBF2,27,0.85136,24,0.55738,29,0.87163,22,0.39697,10,-1.3871
ENSG00000133805,AMPD3,46,3.21968,0,-4.7097,3,-1.9640,11,-0.1269,4,-2.1483
ENSG00000255823,MTRNR2L8,814,-0.3519,2461,1.53063,862,-0.2311,1323,0.45451,784,-0.6783
ENSG00000110315,RNF141,154,1.02960,86,-0.0680,79,-0.1890,106,0.27437,67,-0.7744
ENSG00000072952,MRVI1,43,0.53916,41,0.40846,29,-0.1338,86,1.70080,18,-1.4182
ENSG00000198730,CTR9,117,1.17248,66,0.05527,85,0.47547,51,-0.3432,44,-0.9876
ENSG00000110321,EIF4G2,190,-0.3401,158,-0.5968,176,-0.4292,202,-0.2185,272,0.56938
ENSG00000236287,ZBED5,40,0.85464,9,-1.4569,37,0.62617,19,-0.4198,22,-0.4077
ENSG00000110328,GALNT18,3,-2.7847,7,-1.6441,12,-0.8819,16,-0.4841,33,1.92031
ENSG00000170242,USP47,206,1.85596,61,-0.4887,113,0.48716,37,-1.2284,49,-1.3253
ENSG00000050165,DKK3,165,-2.0038,328,-0.8618,543,-0.0834,669,0.24905,737,0.97924
ENSG00000133816,MICAL2,21,-2.0443,59,-0.4052,77,0.01042,32,-1.3378,105,1.31507
ENSG00000197702,PARVA,21,-0.5283,37,0.38285,22,-0.4607,28,-0.0528,32,0.29475
ENSG00000187079,TEAD1,46,1.91336,23,0.39443,27,0.66020,31,0.86661,4,-2.9122
ENSG00000133794,ARNTL,9,-1.1862,12,-0.7537,16,-0.3231,17,-0.2340,25,0.97773
ENSG00000148925,BTBD10,25,-1.6811,28,-1.3660,98,0.54147,20,-1.8574,96,1.27566
ENSG00000197601,FAR1,113,1.72234,15,-1.7847,47,-0.0244,27,-0.8804,36,-0.8018
ENSG00000129083,COPB1,38,0.19164,20,-0.7919,37,0.11360,11,-1.6772,39,0.41286
ENSG00000129084,PSMA1,38,-1.6522,30,-1.9040,58,-0.9115,93,-0.1986,150,1.54044
ENSG00000110696,C11orf58,311,0.50314,281,0.28115,237,0.01114,180,-0.4257,212,-0.3132
ENSG00000110700,RPS13,768,0.29163,388,-0.8093,183,-1.9292,1291,1.13142,631,-0.1077
ENSG00000011405,PIK3C2A,109,1.72671,91,1.10825,66,0.57678,29,-0.7037,18,-2.1639
ENSG00000070081,NUCB2,109,0.78556,86,0.29921,90,0.37869,88,0.32860,50,-0.9275
ENSG00000006071,ABCC8,15,-0.1267,5,-1.6038,16,-0.0124,5,-1.6669,20,0.81322
ENSG00000129159,KCNC1,4,-3.2583,22,-0.6171,73,1.37010,24,-0.4609,38,0.58566
ENSG00000129158,SERGEF,24,-1.8681,86,0.18313,57,-0.4496,78,0.02847,96,0.82363
ENSG00000110768,GTF2H1,31,-0.0316,20,-0.6820,41,0.41819,10,-1.6942,35,0.41208
ENSG00000134333,LDHA,78,-2.1181,63,-2.3301,133,-1.2163,195,-0.6337,447,2.02450
ENSG00000074319,TSG101,32,-0.6951,43,-0.1944,35,-0.4981,49,0.00828,57,0.57606
ENSG00000151116,UEVLD,46,2.14785,8,-1.0395,29,0.88253,5,-1.8637,8,-1.6613
ENSG00000179119,SPTY2D1,32,0.89882,31,0.72711,29,0.62471,15,-0.4327,13,-1.0777
ENSG00000110786,PTPN5,9,-2.8115,25,-1.1201,44,-0.2714,14,-1.9977,80,1.96801
ENSG00000166833,NAV2,35,1.30825,32,0.92987,21,0.27545,25,0.51274,8,-1.8313
ENSG00000109854,HTATIP2,23,0.40490,7,-1.4787,8,-1.2309,7,-1.3158,22,0.68456
ENSG00000165973,NELL1,2,-3.7254,7,-2.0096,28,-0.0153,19,-0.6362,42,1.81733
ENSG00000171714,ANO5,8,-1.0685,21,0.38907,35,1.25844,9,-0.8836,16,-0.0088
ENSG00000198168,SVIP,346,1.71452,130,-0.2089,181,0.30928,75,-1.0497,93,-1.2051
ENSG00000187398,LUZP2,16,-0.9285,29,0.00921,55,1.05900,12,-1.2562,31,0.27048
ENSG00000134343,ANO3,7,-2.4675,27,-0.3955,122,2.16195,18,-1.0594,35,-0.0562
ENSG00000109881,CCDC34,18,-2.3926,122,0.66332,111,0.50702,65,-0.3440,93,0.47529
ENSG00000148943,LIN7C,24,-0.1459,30,0.22495,46,0.93105,31,0.28281,22,-0.4972
ENSG00000176697,BDNF,1,-4.0017,5,-1.7239,36,1.19212,3,-2.4573,24,1.34558
ENSG00000152219,ARL14EP,17,-1.0957,52,0.74321,47,0.57886,13,-1.4070,36,0.29872
ENSG00000066382,MPPED2,8,-1.3734,23,0.32140,44,1.45572,15,-0.2786,17,-0.1561
ENSG00000170946,DNAJC24,35,0.69193,29,0.27924,41,0.86262,12,-1.0854,19,-0.6769
ENSG00000148950,IMMP1L,14,-1.8569,42,-0.1094,11,-2.0237,72,0.76588,57,0.87810
ENSG00000007372,PAX6,15,-0.8040,67,1.67417,21,-0.2462,70,1.76209,14,-1.3895
ENSG00000049449,RCN1,5,-2.7370,25,-0.4121,35,0.12549,50,0.68474,39,0.70037
ENSG00000149100,EIF3M,56,-0.6539,60,-0.4828,87,0.08405,83,0.00601,94,0.45781
ENSG00000060749,QSER1,59,2.39987,29,0.63633,23,0.26384,2,-3.1598,7,-2.1967
ENSG00000280798,LINC00294,27,-0.7363,54,0.40373,44,0.07029,29,-0.5729,47,0.36694
ENSG00000176102,CSTF3,33,-0.3394,33,-0.2828,39,-0.0502,32,-0.3306,45,0.40006
ENSG00000110422,HIPK3,19,-0.1457,16,-0.4190,45,1.28337,28,0.50357,17,-0.5921
ENSG00000110427,KIAA1549L,19,-2.7018,128,0.29846,268,1.55968,38,-1.5592,117,0.30372
ENSG00000085063,CD59,82,-1.0245,108,-0.5294,123,-0.3224,225,0.64312,174,0.48999
ENSG00000110429,FBXO3,23,-0.9503,24,-0.7984,52,0.37890,15,-1.5512,53,0.92124
ENSG00000135363,LMO2,26,0.52579,17,-0.1708,11,-0.9103,76,2.41930,10,-1.6470
ENSG00000135387,CAPRIN1,61,-0.5752,43,-1.0758,87,0.00570,72,-0.2743,104,0.67666
ENSG00000135372,NAT10,36,0.69102,40,0.77374,36,0.61224,10,-1.4069,19,-0.7226
ENSG00000121691,CAT,46,1.75441,9,-1.1260,6,-1.6220,35,0.98028,11,-1.2752
ENSG00000149089,APIP,29,0.74912,20,0.05043,12,-0.7242,10,-0.9833,18,-0.0954
ENSG00000110435,PDHX,29,-0.7418,24,-0.9256,53,0.26648,29,-0.6804,55,0.73647
ENSG00000110436,SLC1A2,112,-2.1704,949,1.31460,325,-0.4487,1081,1.55150,364,-0.5011
ENSG00000179431,FJX1,1,-4.2395,15,-0.2185,21,0.27511,18,0.02231,23,1.02236
ENSG00000166326,TRIM44,390,0.63893,376,0.49825,430,0.72374,172,-0.7299,213,-0.7254
ENSG00000110442,COMMD9,26,-0.9516,44,-0.1066,25,-0.9734,39,-0.2720,59,0.87126
ENSG00000166352,C11orf74,14,-1.3977,12,-1.4369,11,-1.6595,30,-0.1467,47,1.50535
ENSG00000148948,LRRC4C,55,-0.0936,83,0.57606,132,1.37097,18,-1.7503,49,-0.4737
ENSG00000166181,API5,53,-0.1264,38,-0.6101,74,0.43398,48,-0.2589,59,0.16263
ENSG00000052841,TTC17,33,0.74299,45,1.17161,35,0.75972,20,-0.1079,12,-1.3814
ENSG00000149084,HSD17B12,162,0.89685,72,-0.5064,120,0.28315,103,0.04457,81,-0.6134
ENSG00000166199,ALKBH3,15,0.29788,3,-2.0897,9,-0.4999,4,-1.6299,16,0.72703
ENSG00000187479,C11orf96,38,1.15953,1,-3.8355,5,-2.0790,81,2.41117,11,-1.5480
ENSG00000151348,EXT2,17,-0.3415,5,-1.9902,30,0.58967,19,-0.1647,23,0.40377
ENSG00000085117,CD82,118,2.94623,27,-0.3619,11,-1.6724,38,0.17475,10,-2.6066
ENSG00000175274,TP53I11,6,-1.9606,44,1.26464,13,-0.6769,11,-0.9006,24,0.58310
